,label
2998,3
2999,0
3000,8
3001,9
3002,7
3003,4
3004,0
3005,5
3006,2
3007,6
3008,4
3009,5
3010,6
3011,4
3012,8
3013,0
3014,0
3015,5
3016,5
3017,1
3018,9
3019,9
3020,9
3021,2
3022,1
3023,2
3024,2
3025,9
3026,1
3027,7
3028,1
3029,6
3030,5
3031,3
3032,7
3033,2
3034,3
3035,7
3036,1
3037,7
3038,2
3039,0
3040,4
3041,1
3042,6
3043,7
3044,9
3045,2
3046,9
3047,7
3048,7
3049,3
3050,3
3051,1
3052,0
3053,2
3054,6
3055,9
3056,4
3057,6
3058,2
3059,0
3060,0
3061,0
3062,2
3063,9
3064,1
3065,8
3066,5
3067,0
3068,8
3069,6
3070,9
3071,8
3072,0
3073,0
3074,3
3075,1
3076,4
3077,5
3078,5
3079,6
3080,6
3081,7
3082,6
3083,8
3084,9
3085,9
3086,0
3087,6
3088,4
3089,1
3090,0
3091,2
3092,0
3093,8
3094,6
3095,8
3096,1
3097,4
3098,0
3099,0
3100,2
3101,3
3102,3
3103,0
3104,9
3105,6
3106,2
3107,9
3108,2
3109,8
3110,8
3111,6
3112,9
3113,6
3114,5
3115,6
3116,2
3117,9
3118,9
3119,7
3120,4
3121,3
3122,7
3123,9
3124,7
3125,6
3126,2
3127,2
3128,9
3129,5
3130,7
3131,4
3132,5
3133,7
3134,0
3135,9
3136,8
3137,8
3138,0
3139,7
3140,7
3141,3
3142,3
3143,0
3144,0
3145,0
3146,2
3147,3
3148,5
3149,4
3150,2
3151,8
3152,0
3153,3
3154,4
3155,3
3156,8
3157,7
3158,3
3159,2
3160,7
3161,7
3162,0
3163,2
3164,0
3165,4
3166,2
3167,9
3168,8
3169,0
3170,0
3171,6
3172,6
3173,4
3174,8
3175,8
3176,4
3177,7
3178,1
3179,3
3180,2
3181,9
3182,8
3183,4
3184,3
3185,7
3186,0
3187,9
3188,5
3189,1
3190,2
3191,2
3192,2
3193,0
3194,7
3195,8
3196,1
3197,4
3198,1
3199,2
3200,2
3201,3
3202,9
3203,8
3204,8
3205,5
3206,5
3207,3
3208,2
3209,1
3210,5
3211,1
3212,7
3213,4
3214,3
3215,2
3216,1
3217,4
3218,4
3219,0
3220,6
3221,0
3222,3
3223,3
3224,4
3225,8
3226,7
3227,6
3228,6
3229,5
3230,0
3231,3
3232,8
3233,0
3234,7
3235,5
3236,7
3237,4
3238,1
3239,4
3240,7
3241,5
3242,1
3243,8
3244,7
3245,1
3246,5
3247,7
3248,7
3249,3
3250,1
3251,8
3252,1
3253,9
3254,6
3255,2
3256,9
3257,6
3258,6
3259,7
3260,6
3261,5
3262,3
3263,1
3264,1
3265,3
3266,4
3267,3
3268,5
3269,5
3270,1
3271,9
3272,4
3273,6
3274,6
3275,9
3276,6
3277,5
3278,9
3279,6
3280,4
3281,2
3282,7
3283,8
3284,7
3285,1
3286,9
3287,5
3288,0
3289,6
3290,5
3291,6
3292,1
3293,5
3294,3
3295,2
3296,4
3297,0
3298,5
3299,7
3300,8
3301,9
3302,8
3303,0
3304,8
3305,2
3306,1
3307,3
3308,2
3309,9
3310,3
3311,2
3312,1
3313,1
3314,6
3315,4
3316,5
3317,9
3318,6
3319,2
3320,0
3321,3
3322,2
3323,6
3324,6
3325,5
3326,7
3327,6
3328,6
3329,9
3330,6
3331,4
3332,5
3333,9
3334,7
3335,4
3336,9
3337,2
3338,2
3339,1
3340,4
3341,1
3342,7
3343,6
3344,6
3345,8
3346,9
3347,8
3348,8
3349,5
3350,9
3351,2
3352,2
3353,6
3354,3
3355,4
3356,0
3357,5
3358,8
3359,4
3360,5
3361,7
3362,4
3363,3
3364,2
3365,3
3366,9
3367,9
3368,8
3369,0
3370,9
3371,0
3372,1
3373,2
3374,3
3375,3
3376,8
3377,6
3378,8
3379,6
3380,3
3381,8
3382,9
3383,1
3384,5
3385,8
3386,8
3387,5
3388,2
3389,1
3390,7
3391,2
3392,1
3393,2
3394,1
3395,2
3396,7
3397,5
3398,8
3399,2
3400,7
3401,2
3402,3
3403,2
3404,9
3405,0
3406,3
3407,7
3408,3
3409,1
3410,7
3411,4
3412,4
3413,5
3414,9
3415,8
3416,9
3417,7
3418,2
3419,1
3420,1
3421,8
3422,4
3423,3
3424,8
3425,5
3426,4
3427,4
3428,7
3429,5
3430,2
3431,7
3432,2
3433,3
3434,0
3435,5
3436,8
3437,5
3438,4
3439,9
3440,7
3441,1
3442,9
3443,8
3444,4
3445,2
3446,8
3447,2
3448,3
3449,8
3450,2
3451,1
3452,9
3453,0
3454,8
3455,4
3456,6
3457,0
3458,6
3459,4
3460,4
3461,1
3462,1
3463,9
3464,6
3465,5
3466,7
3467,9
3468,3
3469,5
3470,9
3471,2
3472,7
3473,7
3474,4
3475,1
3476,8
3477,0
3478,4
3479,1
3480,7
3481,8
3482,7
3483,9
3484,5
3485,5
3486,0
3487,3
3488,6
3489,6
3490,9
3491,9
3492,7
3493,7
3494,4
3495,7
3496,3
3497,4
3498,5
3499,0
3500,2
3501,3
3502,1
3503,8
3504,4
3505,2
3506,5
3507,7
3508,4
3509,4
3510,1
3511,2
3512,3
3513,7
3514,2
3515,0
3516,2
3517,8
3518,0
3519,3
3520,5
3521,1
3522,0
3523,5
3524,5
3525,1
3526,4
3527,1
3528,2
3529,9
3530,9
3531,3
3532,7
3533,7
3534,7
3535,4
3536,1
3537,9
3538,2
3539,1
3540,5
3541,2
3542,6
3543,8
3544,7
3545,6
3546,3
3547,8
3548,9
3549,7
3550,2
3551,6
3552,5
3553,2
3554,2
3555,3
3556,5
3557,9
3558,8
3559,1
3560,6
3561,0
3562,0
3563,0
3564,2
3565,6
3566,9
3567,7
3568,7
3569,3
3570,3
3571,2
3572,0
3573,8
3574,2
3575,3
3576,7
3577,1
3578,2
3579,4
3580,1
3581,4
3582,0
3583,5
3584,4
3585,9
3586,3
3587,1
3588,5
3589,8
3590,9
3591,6
3592,5
3593,6
3594,3
3595,2
3596,1
3597,6
3598,2
3599,6
3600,1
3601,2
3602,4
3603,1
3604,7
3605,4
3606,3
3607,9
3608,6
3609,0
3610,0
3611,0
3612,6
3613,5
3614,0
3615,6
3616,1
3617,4
3618,0
3619,1
3620,3
3621,9
3622,9
3623,6
3624,8
3625,8
3626,9
3627,3
3628,7
3629,8
3630,6
3631,6
3632,5
3633,7
3634,4
3635,8
3636,6
3637,9
3638,4
3639,4
3640,3
3641,6
3642,9
3643,5
3644,9
3645,3
3646,3
3647,2
3648,0
3649,9
3650,9
3651,7
3652,4
3653,4
3654,6
3655,7
3656,9
3657,7
3658,9
3659,2
3660,7
3661,9
3662,2
3663,1
3664,6
3665,1
3666,2
3667,7
3668,0
3669,4
3670,4
3671,2
3672,2
3673,4
3674,7
3675,7
3676,5
3677,2
3678,1
3679,6
3680,3
3681,1
3682,6
3683,7
3684,7
3685,2
3686,4
3687,8
3688,7
3689,0
3690,0
3691,5
3692,7
3693,7
3694,8
3695,2
3696,6
3697,9
3698,3
3699,9
3700,8
3701,6
3702,3
3703,9
3704,0
3705,1
3706,4
3707,4
3708,4
3709,6
3710,8
3711,5
3712,3
3713,6
3714,7
3715,7
3716,9
3717,4
3718,7
3719,8
3720,6
3721,5
3722,3
3723,9
3724,5
3725,1
3726,1
3727,6
3728,0
3729,8
3730,8
3731,7
3732,9
3733,7
3734,2
3735,8
3736,6
3737,7
3738,3
3739,3
3740,4
3741,2
3742,8
3743,3
3744,8
3745,2
3746,4
3747,2
3748,4
3749,0
3750,3
3751,0
3752,9
3753,7
3754,0
3755,3
3756,9
3757,2
3758,6
3759,1
3760,8
3761,4
3762,9
3763,3
3764,1
3765,0
3766,4
3767,4
3768,4
3769,1
3770,8
3771,9
3772,2
3773,1
3774,4
3775,8
3776,6
3777,3
3778,4
3779,0
3780,4
3781,0
3782,2
3783,6
3784,2
3785,2
3786,0
3787,1
3788,2
3789,7
3790,1
3791,4
3792,2
3793,4
3794,9
3795,3
3796,9
3797,3
3798,8
3799,3
3800,5
3801,5
3802,7
3803,2
3804,0
3805,0
3806,5
3807,8
3808,1
3809,7
3810,1
3811,6
3812,9
3813,8
3814,8
3815,5
3816,4
3817,0
3818,2
3819,4
3820,7
3821,9
3822,7
3823,1
3824,1
3825,8
3826,5
3827,2
3828,9
3829,3
3830,8
3831,4
3832,6
3833,3
3834,2
3835,6
3836,5
3837,7
3838,7
3839,1
3840,9
3841,8
3842,4
3843,9
3844,6
3845,7
3846,6
3847,1
3848,4
3849,1
3850,2
3851,4
3852,4
3853,8
3854,6
3855,7
3856,7
3857,5
3858,9
3859,1
3860,4
3861,6
3862,9
3863,9
3864,2
3865,4
3866,8
3867,4
3868,7
3869,1
3870,8
3871,6
3872,1
3873,4
3874,7
3875,4
3876,3
3877,4
3878,4
3879,0
3880,7
3881,9
3882,6
3883,9
3884,0
3885,0
3886,0
3887,5
3888,8
3889,9
3890,2
3891,2
3892,8
3893,0
3894,6
3895,2
3896,3
3897,1
3898,3
3899,3
3900,0
3901,7
3902,3
3903,9
3904,9
3905,9
3906,7
3907,8
3908,1
3909,0
3910,7
3911,1
3912,6
3913,4
3914,1
3915,3
3916,6
3917,1
3918,6
3919,0
3920,9
3921,1
3922,9
3923,7
3924,7
3925,9
3926,2
3927,5
3928,4
3929,0
3930,2
3931,2
3932,0
3933,4
3934,4
3935,0
3936,0
3937,1
3938,1
3939,6
3940,0
3941,4
3942,8
3943,5
3944,0
3945,3
3946,3
3947,8
3948,2
3949,2
3950,4
3951,4
3952,2
3953,7
3954,4
3955,4
3956,4
3957,7
3958,7
3959,1
3960,6
3961,5
3962,1
3963,3
3964,0
3965,7
3966,3
3967,4
3968,4
3969,6
3970,2
3971,5
3972,7
3973,9
3974,5
3975,8
3976,1
3977,0
3978,9
3979,6
3980,4
3981,3
3982,4
3983,0
3984,6
3985,0
3986,2
3987,7
3988,0
3989,4
3990,3
3991,1
3992,5
3993,6
3994,2
3995,2
3996,3
3997,3
3998,5
3999,4
4000,7
4001,8
4002,1
4003,9
4004,5
4005,7
4006,2
4007,3
4008,1
4009,2
4010,5
4011,2
4012,2
4013,0
4014,5
4015,4
4016,1
4017,4
4018,0
4019,0
4020,9
4021,4
4022,9
4023,7
4024,3
4025,6
4026,9
4027,7
4028,1
4029,9
4030,3
4031,1
4032,4
4033,2
4034,3
4035,8
4036,7
4037,5
4038,1
4039,7
4040,0
4041,5
4042,9
4043,8
4044,6
4045,0
4046,8
4047,8
4048,7
4049,0
4050,6
4051,6
4052,7
4053,5
4054,1
4055,5
4056,8
4057,5
4058,7
4059,2
4060,6
4061,8
4062,8
4063,8
4064,8
4065,1
4066,4
4067,9
4068,7
4069,0
4070,8
4071,5
4072,4
4073,3
4074,6
4075,6
4076,0
4077,0
4078,3
4079,6
4080,5
4081,7
4082,2
4083,1
4084,0
4085,2
4086,2
4087,1
4088,3
4089,0
4090,2
4091,5
4092,0
4093,5
4094,4
4095,4
4096,4
4097,3
4098,9
4099,4
4100,1
4101,2
4102,9
4103,6
4104,0
4105,8
4106,0
4107,7
4108,9
4109,2
4110,5
4111,8
4112,9
4113,6
4114,3
4115,7
4116,8
4117,1
4118,3
4119,5
4120,9
4121,6
4122,0
4123,9
4124,5
4125,5
4126,8
4127,9
4128,1
4129,9
4130,3
4131,5
4132,4
4133,9
4134,4
4135,1
4136,3
4137,7
4138,8
4139,2
4140,7
4141,3
4142,0
4143,7
4144,6
4145,8
4146,6
4147,1
4148,9
4149,7
4150,3
4151,7
4152,1
4153,3
4154,4
4155,7
4156,3
4157,9
4158,0
4159,2
4160,1
4161,9
4162,3
4163,4
4164,9
4165,5
4166,9
4167,0
4168,8
4169,9
4170,0
4171,1
4172,3
4173,6
4174,2
4175,3
4176,8
4177,5
4178,9
4179,7
4180,8
4181,7
4182,0
4183,3
4184,7
4185,6
4186,5
4187,3
4188,1
4189,3
4190,4
4191,1
4192,6
4193,4
4194,4
4195,8
4196,2
4197,1
4198,8
4199,5
4200,7
4201,2
4202,4
4203,2
4204,0
4205,7
4206,6
4207,3
4208,0
4209,5
4210,4
4211,9
4212,5
4213,1
4214,0
4215,5
4216,0
4217,8
4218,1
4219,2
4220,1
4221,9
4222,6
4223,2
4224,3
4225,1
4226,8
4227,8
4228,1
4229,0
4230,1
4231,7
4232,7
4233,4
4234,7
4235,9
4236,2
4237,2
4238,7
4239,7
4240,3
4241,8
4242,7
4243,4
4244,6
4245,9
4246,4
4247,2
4248,4
4249,4
4250,8
4251,2
4252,2
4253,0
4254,6
4255,9
4256,7
4257,8
4258,1
4259,7
4260,5
4261,4
4262,7
4263,9
4264,5
4265,2
4266,2
4267,9
4268,6
4269,0
4270,8
4271,9
4272,3
4273,5
4274,9
4275,5
4276,9
4277,2
4278,4
4279,3
4280,9
4281,8
4282,4
4283,0
4284,2
4285,0
4286,0
4287,8
4288,6
4289,9
4290,7
4291,9
4292,9
4293,3
4294,3
4295,2
4296,1
4297,9
4298,8
4299,0
4300,4
4301,4
4302,4
4303,2
4304,4
4305,6
4306,3
4307,5
4308,9
4309,6
4310,4
4311,2
4312,0
4313,2
4314,3
4315,8
4316,6
4317,0
4318,2
4319,8
4320,2
4321,3
4322,7
4323,1
4324,9
4325,0
4326,8
4327,5
4328,9
4329,7
4330,6
4331,0
4332,0
4333,8
4334,3
4335,3
4336,9
4337,2
4338,7
4339,7
4340,8
4341,0
4342,4
4343,2
4344,8
4345,6
4346,8
4347,3
4348,8
4349,5
4350,7
4351,0
4352,1
4353,6
4354,7
4355,4
4356,1
4357,6
4358,0
4359,7
4360,9
4361,8
4362,6
4363,4
4364,2
4365,7
4366,6
4367,8
4368,3
4369,7
4370,7
4371,1
4372,3
4373,8
4374,7
4375,4
4376,5
4377,7
4378,5
4379,4
4380,7
4381,9
4382,5
4383,9
4384,4
4385,9
4386,3
4387,0
4388,6
4389,6
4390,5
4391,3
4392,0
4393,8
4394,5
4395,4
4396,9
4397,9
4398,0
4399,1
4400,8
4401,3
4402,2
4403,9
4404,4
4405,8
4406,0
4407,1
4408,2
4409,7
4410,2
4411,4
4412,5
4413,4
4414,7
4415,0
4416,5
4417,3
4418,2
4419,1
4420,5
4421,1
4422,6
4423,1
4424,5
4425,0
4426,5
4427,4
4428,0
4429,5
4430,4
4431,0
4432,3
4433,3
4434,1
4435,4
4436,5
4437,0
4438,5
4439,9
4440,9
4441,6
4442,9
4443,7
4444,7
4445,9
4446,4
4447,3
4448,2
4449,0
4450,9
4451,2
4452,9
4453,4
4454,7
4455,2
4456,6
4457,8
4458,2
4459,5
4460,2
4461,6
4462,1
4463,8
4464,6
4465,1
4466,0
4467,2
4468,5
4469,3
4470,4
4471,8
4472,0
4473,8
4474,0
4475,7
4476,4
4477,7
4478,8
4479,0
4480,8
4481,3
4482,9
4483,7
4484,1
4485,5
4486,0
4487,6
4488,6
4489,7
4490,3
4491,3
4492,5
4493,8
4494,6
4495,5
4496,8
4497,4
4498,2
4499,5
4500,7
4501,1
4502,5
4503,0
4504,2
4505,8
4506,8
4507,7
4508,8
4509,6
4510,0
4511,4
4512,7
4513,8
4514,3
4515,5
4516,1
4517,1
4518,4
4519,6
4520,2
4521,3
4522,8
4523,1
4524,0
4525,4
4526,3
4527,2
4528,8
4529,9
4530,2
4531,9
4532,8
4533,2
4534,0
4535,9
4536,3
4537,2
4538,9
4539,7
4540,7
4541,8
4542,2
4543,3
4544,5
4545,0
4546,7
4547,6
4548,8
4549,8
4550,6
4551,6
4552,4
4553,0
4554,8
4555,2
4556,1
4557,3
4558,9
4559,5
4560,9
4561,5
4562,0
4563,6
4564,2
4565,5
4566,1
4567,6
4568,4
4569,3
4570,8
4571,6
4572,8
4573,8
4574,6
4575,9
4576,0
4577,1
4578,5
4579,2
4580,8
4581,1
4582,4
4583,5
4584,9
4585,0
4586,7
4587,2
4588,4
4589,9
4590,0
4591,9
4592,5
4593,4
4594,8
4595,7
4596,1
4597,7
4598,6
4599,3
4600,0
4601,5
4602,1
4603,2
4604,0
4605,3
4606,9
4607,5
4608,1
4609,0
4610,7
4611,3
4612,0
4613,0
4614,7
4615,5
4616,1
4617,6
4618,7
4619,4
4620,2
4621,6
4622,7
4623,1
4624,0
4625,9
4626,8
4627,3
4628,7
4629,7
4630,7
4631,4
4632,2
4633,1
4634,9
4635,7
4636,3
4637,0
4638,0
4639,1
4640,0
4641,2
4642,2
4643,7
4644,6
4645,9
4646,2
4647,2
4648,4
4649,4
4650,2
4651,6
4652,5
4653,0
4654,5
4655,2
4656,0
4657,6
4658,5
4659,2
4660,1
4661,1
4662,6
4663,1
4664,8
4665,6
4666,5
4667,0
4668,0
4669,2
4670,3
4671,3
4672,7
4673,8
4674,0
4675,7
4676,0
4677,2
4678,4
4679,3
4680,0
4681,9
4682,9
4683,0
4684,9
4685,6
4686,8
4687,7
4688,2
4689,1
4690,3
4691,4
4692,8
4693,9
4694,9
4695,0
4696,8
4697,9
4698,6
4699,9
4700,1
4701,0
4702,9
4703,0
4704,3
4705,6
4706,0
4707,8
4708,0
4709,4
4710,1
4711,6
4712,2
4713,8
4714,1
4715,1
4716,2
4717,4
4718,3
4719,1
4720,7
4721,3
4722,2
4723,8
4724,6
4725,8
4726,7
4727,9
4728,7
4729,4
4730,3
4731,2
4732,6
4733,5
4734,4
4735,5
4736,2
4737,3
4738,0
4739,1
4740,1
4741,2
4742,1
4743,4
4744,7
4745,2
4746,1
4747,4
4748,5
4749,0
4750,8
4751,1
4752,3
4753,6
4754,6
4755,0
4756,7
4757,0
4758,1
4759,8
4760,0
4761,9
4762,9
4763,5
4764,7
4765,4
4766,9
4767,1
4768,6
4769,1
4770,4
4771,0
4772,6
4773,0
4774,3
4775,3
4776,8
4777,7
4778,9
4779,5
4780,0
4781,0
4782,0
4783,6
4784,4
4785,2
4786,9
4787,1
4788,1
4789,1
4790,9
4791,7
4792,1
4793,9
4794,6
4795,1
4796,8
4797,8
4798,0
4799,4
4800,6
4801,2
4802,9
4803,5
4804,3
4805,8
4806,4
4807,3
4808,8
4809,8
4810,8
4811,9
4812,9
4813,8
4814,7
4815,2
4816,2
4817,8
4818,7
4819,6
4820,3
4821,4
4822,2
4823,2
4824,7
4825,6
4826,7
4827,6
4828,3
4829,1
4830,6
4831,6
4832,2
4833,2
4834,3
4835,1
4836,9
4837,2
4838,5
4839,2
4840,6
4841,0
4842,6
4843,8
4844,0
4845,0
4846,6
4847,1
4848,0
4849,8
4850,8
4851,6
4852,2
4853,2
4854,1
4855,4
4856,7
4857,6
4858,1
4859,8
4860,3
4861,7
4862,2
4863,5
4864,2
4865,5
4866,0
4867,9
4868,7
4869,3
4870,1
4871,6
4872,4
4873,3
4874,3
4875,2
4876,0
4877,4
4878,5
4879,3
4880,1
4881,0
4882,0
4883,6
4884,3
4885,5
4886,1
4887,4
4888,6
4889,3
4890,2
4891,2
4892,8
4893,0
4894,3
4895,2
4896,9
4897,7
4898,9
4899,4
4900,9
4901,1
4902,2
4903,4
4904,6
4905,6
4906,2
4907,7
4908,5
4909,1
4910,5
4911,8
4912,4
4913,0
4914,2
4915,7
4916,3
4917,5
4918,4
4919,4
4920,6
4921,9
4922,0
4923,2
4924,0
4925,4
4926,4
4927,3
4928,4
4929,6
4930,1
4931,5
4932,8
4933,9
4934,4
4935,6
4936,2
4937,3
4938,7
4939,1
4940,9
4941,3
4942,5
4943,8
4944,2
4945,9
4946,9
4947,5
4948,0
4949,3
4950,2
4951,0
4952,0
4953,3
4954,5
4955,7
4956,9
4957,6
4958,4
4959,2
4960,5
4961,0
4962,0
4963,2
4964,1
4965,7
4966,7
4967,4
4968,8
4969,8
4970,0
4971,5
4972,4
4973,5
4974,5
4975,0
4976,9
4977,6
4978,4
4979,1
4980,9
4981,6
4982,7
4983,7
4984,3
4985,3
4986,1
4987,2
4988,6
4989,5
4990,6
4991,8
4992,6
4993,6
4994,5
4995,6
4996,4
4997,6
4998,0
4999,5
5000,9
5001,8
5002,7
5003,7
5004,0
5005,3
5006,0
5007,7
5008,5
5009,6
5010,1
5011,4
5012,5
5013,4
5014,7
5015,9
5016,1
5017,3
5018,9
5019,7
5020,6
5021,8
5022,4
5023,4
5024,5
5025,8
5026,9
5027,2
5028,2
5029,8
5030,9
5031,6
5032,8
5033,6
5034,7
5035,3
5036,6
5037,9
5038,9
5039,4
5040,5
5041,6
5042,7
5043,9
5044,4
5045,8
5046,0
5047,2
5048,8
5049,0
5050,5
5051,7
5052,4
5053,1
5054,6
5055,9
5056,8
5057,1
5058,9
5059,7
5060,7
5061,1
5062,1
5063,0
5064,2
5065,7
5066,5
5067,4
5068,9
5069,8
5070,1
5071,6
5072,1
5073,1
5074,9
5075,9
5076,9
5077,2
5078,7
5079,0
5080,2
5081,7
5082,3
5083,0
5084,5
5085,8
5086,0
5087,7
5088,8
5089,0
5090,4
5091,7
5092,7
5093,1
5094,2
5095,0
5096,0
5097,4
5098,1
5099,0
5100,3
5101,0
5102,5
5103,4
5104,4
5105,0
5106,1
5107,4
5108,0
5109,4
5110,8
5111,8
5112,7
5113,5
5114,4
5115,3
5116,1
5117,1
5118,4
5119,6
5120,5
5121,9
5122,8
5123,4
5124,2
5125,5
5126,4
5127,2
5128,1
5129,9
5130,5
5131,1
5132,2
5133,3
5134,5
5135,8
5136,5
5137,5
5138,6
5139,2
5140,9
5141,0
5142,7
5143,9
5144,5
5145,7
5146,9
5147,0
5148,8
5149,2
5150,1
5151,3
5152,4
5153,4
5154,5
5155,9
5156,7
5157,2
5158,4
5159,0
5160,9
5161,0
5162,2
5163,3
5164,3
5165,0
5166,1
5167,8
5168,6
5169,0
5170,1
5171,3
5172,2
5173,5
5174,6
5175,3
5176,4
5177,1
5178,9
5179,2
5180,6
5181,8
5182,4
5183,1
5184,3
5185,3
5186,4
5187,0
5188,5
5189,5
5190,9
5191,8
5192,4
5193,1
5194,9
5195,1
5196,6
5197,9
5198,5
5199,1
5200,4
5201,8
5202,7
5203,1
5204,2
5205,1
5206,4
5207,1
5208,5
5209,3
5210,8
5211,5
5212,5
5213,2
5214,4
5215,3
5216,5
5217,6
5218,9
5219,1
5220,6
5221,2
5222,8
5223,4
5224,3
5225,3
5226,4
5227,3
5228,0
5229,4
5230,5
5231,5
5232,8
5233,5
5234,2
5235,7
5236,1
5237,4
5238,7
5239,8
5240,6
5241,2
5242,0
5243,4
5244,1
5245,0
5246,9
5247,2
5248,0
5249,6
5250,2
5251,4
5252,3
5253,5
5254,4
5255,6
5256,8
5257,3
5258,7
5259,7
5260,8
5261,1
5262,5
5263,7
5264,3
5265,3
5266,2
5267,8
5268,8
5269,8
5270,4
5271,7
5272,7
5273,7
5274,2
5275,6
5276,7
5277,2
5278,0
5279,7
5280,3
5281,8
5282,6
5283,5
5284,9
5285,0
5286,3
5287,4
5288,4
5289,2
5290,5
5291,3
5292,8
5293,6
5294,6
5295,5
5296,2
5297,7
5298,3
5299,9
5300,0
5301,1
5302,2
5303,9
5304,4
5305,3
5306,9
5307,3
5308,3
5309,4
5310,8
5311,0
5312,0
5313,9
5314,6
5315,3
5316,1
5317,6
5318,7
5319,3
5320,7
5321,4
5322,3
5323,3
5324,4
5325,9
5326,0
5327,3
5328,5
5329,4
5330,5
5331,3
5332,8
5333,6
5334,3
5335,2
5336,3
5337,6
5338,0
5339,0
5340,4
5341,9
5342,6
5343,0
5344,2
5345,2
5346,6
5347,9
5348,5
5349,5
5350,9
5351,1
5352,8
5353,9
5354,7
5355,2
5356,4
5357,0
5358,0
5359,6
5360,4
5361,0
5362,7
5363,6
5364,5
5365,1
5366,2
5367,9
5368,9
5369,1
5370,6
5371,2
5372,1
5373,2
5374,4
5375,1
5376,5
5377,2
5378,4
5379,4
5380,1
5381,0
5382,7
5383,2
5384,1
5385,0
5386,7
5387,3
5388,0
5389,7
5390,1
5391,6
5392,9
5393,9
5394,4
5395,5
5396,6
5397,1
5398,4
5399,8
5400,6
5401,9
5402,8
5403,1
5404,5
5405,9
5406,7
5407,2
5408,8
5409,2
5410,0
5411,8
5412,4
5413,5
5414,9
5415,8
5416,4
5417,1
5418,2
5419,4
5420,2
5421,6
5422,5
5423,0
5424,6
5425,5
5426,8
5427,6
5428,7
5429,9
5430,3
5431,5
5432,4
5433,7
5434,3
5435,1
5436,7
5437,7
5438,9
5439,4
5440,1
5441,5
5442,3
5443,8
5444,5
5445,5
5446,9
5447,5
5448,2
5449,4
5450,0
5451,0
5452,9
5453,5
5454,2
5455,1
5456,0
5457,3
5458,8
5459,1
5460,6
5461,8
5462,5
5463,0
5464,9
5465,9
5466,3
5467,9
5468,3
5469,4
5470,6
5471,0
5472,4
5473,0
5474,0
5475,9
5476,1
5477,7
5478,4
5479,4
5480,6
5481,1
5482,7
5483,7
5484,7
5485,4
5486,4
5487,9
5488,0
5489,9
5490,0
5491,3
5492,8
5493,6
5494,4
5495,0
5496,5
5497,7
5498,4
5499,4
5500,6
5501,6
5502,1
5503,8
5504,4
5505,7
5506,6
5507,3
5508,0
5509,7
5510,3
5511,3
5512,9
5513,2
5514,9
5515,8
5516,5
5517,2
5518,3
5519,3
5520,3
5521,8
5522,6
5523,2
5524,9
5525,8
5526,9
5527,4
5528,4
5529,5
5530,2
5531,7
5532,4
5533,3
5534,5
5535,8
5536,5
5537,4
5538,4
5539,6
5540,2
5541,8
5542,1
5543,1
5544,8
5545,4
5546,4
5547,3
5548,5
5549,6
5550,9
5551,0
5552,1
5553,8
5554,7
5555,5
5556,4
5557,4
5558,9
5559,0
5560,1
5561,6
5562,0
5563,5
5564,5
5565,6
5566,4
5567,6
5568,2
5569,8
5570,6
5571,9
5572,3
5573,5
5574,5
5575,7
5576,4
5577,8
5578,1
5579,4
5580,3
5581,0
5582,8
5583,2
5584,9
5585,4
5586,4
5587,8
5588,5
5589,4
5590,6
5591,8
5592,7
5593,5
5594,3
5595,2
5596,7
5597,3
5598,8
5599,1
5600,5
5601,4
5602,7
5603,0
5604,9
5605,9
5606,5
5607,1
5608,6
5609,1
5610,9
5611,3
5612,2
5613,7
5614,4
5615,5
5616,5
5617,0
5618,6
5619,6
5620,6
5621,9
5622,5
5623,7
5624,7
5625,7
5626,3
5627,9
5628,1
5629,4
5630,2
5631,0
5632,9
5633,0
5634,9
5635,1
5636,0
5637,9
5638,4
5639,5
5640,6
5641,3
5642,2
5643,5
5644,5
5645,9
5646,4
5647,5
5648,2
5649,3
5650,8
5651,0
5652,2
5653,5
5654,5
5655,4
5656,0
5657,5
5658,1
5659,7
5660,8
5661,7
5662,8
5663,7
5664,3
5665,3
5666,3
5667,5
5668,1
5669,3
5670,0
5671,6
5672,0
5673,7
5674,2
5675,3
5676,4
5677,8
5678,5
5679,9
5680,3
5681,0
5682,6
5683,6
5684,4
5685,8
5686,1
5687,0
5688,9
5689,8
5690,0
5691,3
5692,5
5693,4
5694,6
5695,0
5696,4
5697,8
5698,5
5699,1
5700,0
5701,9
5702,6
5703,3
5704,5
5705,9
5706,7
5707,0
5708,9
5709,4
5710,6
5711,4
5712,8
5713,2
5714,5
5715,2
5716,1
5717,6
5718,0
5719,5
5720,7
5721,4
5722,7
5723,0
5724,3
5725,8
5726,6
5727,8
5728,8
5729,0
5730,7
5731,7
5732,4
5733,9
5734,5
5735,5
5736,6
5737,3
5738,6
5739,8
5740,9
5741,5
5742,8
5743,2
5744,3
5745,2
5746,8
5747,7
5748,9
5749,4
5750,2
5751,3
5752,6
5753,5
5754,6
5755,5
5756,6
5757,2
5758,2
5759,3
5760,6
5761,5
5762,0
5763,3
5764,5
5765,5
5766,0
5767,3
5768,4
5769,7
5770,2
5771,7
5772,6
5773,1
5774,1
5775,7
5776,5
5777,7
5778,4
5779,5
5780,5
5781,9
5782,4
5783,7
5784,4
5785,6
5786,3
5787,8
5788,7
5789,6
5790,5
5791,8
5792,7
5793,7
5794,1
5795,7
5796,4
